variable	cluster	n_vertices	mean_thickness	mean_coefficient	mean_se	top_region1	top_region2	top_region3
sex	6	1988	2.49666397201767	0.0571471707168329	0.0112592006098457	lateraloccipital (85.31%, 26.59%)	superiorparietal (10.01%, 1.90%)	inferiorparietal (4.68%, 1.18%)
sex	7	3254	2.50135138445104	0.07003294795834	0.013518446303398	precentral (70.65%, 21.41%)	superiorfrontal (28.15%, 7.52%)	paracentral (1.20%, 1.18%)
sex	8	1491	2.51998233333638	-0.0380010973539711	0.00971835128223432	middletemporal (44.80%, 15.00%)	bankssts (39.37%, 27.47%)	superiortemporal (15.83%, 3.25%)
sex	9	1439	2.4702185415028	-0.0466941710382886	0.0093687635537721	posteriorcingulate (70.05%, 30.86%)	paracentral (17.10%, 7.47%)	precuneus (12.86%, 2.53%)
sex	10	577	2.56189368723485	-0.0461770353816204	0.010696932500748	pericalcarine (72.62%, 21.91%)	lingual (23.05%, 3.16%)	lateraloccipital (4.16%, 0.38%)
sex	11	1016	2.45170306378708	0.0538505580437582	0.0125318406476075	paracentral (83.07%, 25.62%)	superiorfrontal (16.93%, 1.41%)	NA
sex	12	678	2.34936077975808	-0.0465859556460759	0.0102106835418395	lateralorbitofrontal (100%, 16.19%)	NA	NA
sex	13	883	2.41189378125539	-0.0718215188203487	0.0134412930531602	lingual (41.45%, 8.70%)	isthmuscingulate (30.80%, 10.75%)	precuneus (24.12%, 2.91%)
sex	14	707	2.47430057635379	0.0583605617390158	0.0124121230356448	superiortemporal (76.94%, 7.48%)	transversetemporal (23.06%, 15.32%)	NA
sex	15	599	2.38146371875701	-0.0394648094016294	0.00921639450398182	superiorfrontal (53.92%, 2.65%)	rostralmiddlefrontal (43.57%, 3.60%)	caudalmiddlefrontal (2.50%, 0.40%)
sex	16	432	2.44394783187242	0.0562249146212168	0.0148341175302415	inferiortemporal (53.7%, 5.25%)	middletemporal (46.3%, 4.49%)	NA
sex	17	654	2.49497816530591	-0.0375204596993163	0.00920718165530342	superiortemporal (57.65%, 5.18%)	supramarginal (42.35%, 3.22%)	NA
sex	18	527	2.51191805662472	-0.0424911675398614	0.00999541789561906	precuneus (75.52%, 5.45%)	isthmuscingulate (24.48%, 5.10%)	NA
sex	19	456	2.46274552940401	0.0685429541851606	0.0174828810707192	parahippocampal (92.98%, 23.07%)	fusiform (7.02%, 0.68%)	NA
sex	20	294	2.45604468416473	0.046363972228806	0.0114941640731682	superiorfrontal (98.98%, 2.39%)	frontalpole (1.02%, 1.10%)	NA
bmi	1	619	2.40875563437924	0.00515723196783604	0.00141021869425934	pericalcarine (70.11%, 22.7%)	lingual (29.89%, 4.4%)	NA
ethnicity_group	1	3850	2.4597985038925	-0.065125398870993	0.0148730347569209	lingual (28.05%, 25.68%)	fusiform (22.05%, 18.01%)	precuneus (11.01%, 5.80%)
ethnicity_group	2	1372	2.49045298085132	-0.0522698194016607	0.0132174278553792	lateraloccipital (70.04%, 15.07%)	superiorparietal (26.97%, 3.54%)	cuneus (2.99%, 2.52%)
ethnicity_group	3	1049	2.40245177266128	-0.0549295104763074	0.0132064612518403	postcentral (91.61%, 10.10%)	supramarginal (5.53%, 0.67%)	insula (1.72%, 0.34%)
ethnicity_group	4	959	2.52054594784752	-0.0508714248431114	0.0123465076230692	superiortemporal (84.98%, 11.21%)	supramarginal (15.02%, 1.67%)	NA
ethnicity_group	5	516	2.44892926419973	-0.0529231510608811	0.0129439993562942	transversetemporal (76.55%, 37.12%)	superiortemporal (23.45%, 1.66%)	NA
ethnicity_group	6	442	2.51618115190863	-0.0531721070779664	0.0146831897218033	superiortemporal (76.47%, 4.65%)	insula (23.53%, 1.99%)	NA
ethnicity_group	7	445	2.52433770649817	-0.0549576880473099	0.0125753823542193	isthmuscingulate (97.3%, 17.11%)	precuneus (2.7%, 0.16%)	NA
ethnicity_group	8	373	2.47439440020702	-0.0491978174360124	0.0123325082056484	paracentral (77.75%, 8.80%)	postcentral (17.43%, 0.68%)	precuneus (4.29%, 0.22%)
